ID,SMILES,Heavy_Atoms
MR_Gen_150,c1ccc(N2c3ccccc3N3c4cccc5c4N(c4cc6c7c8c4B5c4ccccc4N8c4cccc5c4B7c4c-5cccc4-6)c4cccc2c43)cc1,54
MR_Gen_151,c1ccc(B2c3ccccc3N3c4cc5oc6ccccc6c5cc4B4c5cccc6c5N(c5cccc7c5B6c5ccccc5O7)c5ccc2c3c54)cc1,55
MR_Gen_152,c1ccc(N2c3cc4oc5ccccc5c4cc3B3c4cccc5c4N(c4ccccc4B5c4cccc5ccccc45)c4cccc2c43)cc1,51
MR_Gen_153,O=P12c3ccc4c5c3N3c6c7c(cc(c61)-c1cccnc12)S(=O)(=O)c1ccc2c6ccccc6n6c2c1B7c1c3c(c2ccccc2c1-6)B5c1ccccc1-4,55
MR_Gen_154,c1ccc(B2c3cccc4c3B3c5c(cc6c7c5N4c4ccccc4N7c4ccccc4O6)N(c4cccnc4)c4c3c2cc2ccoc42)cc1,51
MR_Gen_155,O=S1(=O)c2cc3occc3cc2N2c3ccc4c5ccccc5n5c4c3B3c4c(cccc4-5)N4c5cccc6c5B(c5ccccc5-6)c5cc1c2c3c54,53
MR_Gen_156,c1ccc2c(c1)B1c3ccccc3N3c4cccc5c4B4c6c-5cccc6-c5c6c(c1c3c54)N2c1cc2c(ccc3ccccc32)cc1O6,49
MR_Gen_157,c1ccc(N2c3ccccc3N3c4cc5c6c7c4B(c4ccccc4N7c4cccc7c4B6c4c-7cccc4-5)c4cccc2c43)cc1,47
MR_Gen_158,c1ccc2c(c1)B1c3ccc4c5c3N(c3ccccc3B5c3cccc5c3N4c3ccccc3B5c3ccc4occc4c3)c3cccc-2c31,50
MR_Gen_159,c1cc2c3c(c1)N1c4c5c(c6c7c4B4c8c(cc9ccccc9c81)-c1ccc8c9c%10ccccc%10cc(c9n-7c8c14)O6)-c1cc4ccccc4c-2c1B35,53
MR_Gen_160,c1ccc2c(c1)B1c3c-2ccc2c3N3c4c(cccc4B4c5ccccc5N(c5cccc6ccoc56)c5c4c3c1c1ccccc51)S2,48
MR_Gen_161,c1cc2c3c(c1)B1c4cc5c(cc4-n4c6c1c1c(cc6c6c7ccccc7c7c8ccccc8oc7c64)c4cccc(c4n1-3)[Se]2)oc1ncccc15,52
MR_Gen_162,c1ccc(B2c3ccccc3N3c4c2ccc2c4B(c4ccccc4N2c2ccc4ccccc4c2)c2cnc4c(oc5ccccc54)c23)cc1,51
MR_Gen_163,O=S1(=O)c2ccccc2N2c3ccccc3B3c4ccccc4N4c5cccc6c5B(c5ccccc5-6)c5cc1c2c3c54,43
MR_Gen_164,c1ccc(B2c3cccc4c3B3c5c2cccc5N2c5cccc6c5B5c7c-6cccc7-c6cc(c3c2c65)N4c2ccccc2)cc1,47
MR_Gen_165,O=S1(=O)c2cccc3c2B2c4c(cccc41)N1c4ccccc4B(c4ccccn4)c4ccc(c2c41)N3c1ccccc1,43
MR_Gen_166,c1cc2c3c(c1)-n1c4c5c(c6c7cccnc7oc6c4c4ccc6c(oc7ccc8ccccc8c76)c41)-c1ccc4c(c1B35)N2c1c(ccc2ccoc12)[Se]4,55
MR_Gen_167,O=S1(=O)c2ccccc2N2c3ccccc3B3c4c5c(cc1c42)B1c2ccccc2-c2cccc(c21)N5c1ccc2ccccc2c13,47
MR_Gen_168,O=S1(=O)c2ccccc2N2c3cncc4c3B3c5c6c7c(c1c52)-c1cccc2c1B7c1c-2cccc1N6c1cc2ccccc2c(c13)B4c1ccccc1,54
MR_Gen_169,c1ccc(N2c3cccc4c3B3c5c-4ccc4c5N5c6c3c2c2c3c6B6c7c(cc8c9ccccc9n-4c8c75)-c4ccc5c7cccc(c7n-3c5c46)O2)cc1,55
MR_Gen_170,O=c1c2cccc3c2n2c4c(cc5ccccc5c14)Oc1cc4c5c(c1-2)B3c1ccccc1N5c1cccc2c1B4c1ccccc1-2,47
MR_Gen_171,c1ccc2c(c1)oc1c2ccc2c3c4oc5ncccc5c4c4c5c3n(c21)-c1ccc2c3cccc6c3n3c2c1B5c1c-4ccc(c1-3)[Se]6,48
MR_Gen_172,O=S1(=O)c2cc3ocnc3cc2N2c3ccc4c5cccc6c7ccc8c9c7n(c4c3B9c3c4c7c(c1c32)-c1cccc2c1B7c1c-2cccc1N84)c65,53
MR_Gen_173,O=S1(=O)c2ccccc2N2c3cccc4c3B3c5c2c1c1c2c5-n5c6c7c(ccc6c6c8ccccc8c(c3c65)O4)-c3c(c-1cc1ccoc31)B27,51
MR_Gen_174,O=S1(=O)c2cc3c4c5c2N2c6c(ccc7c6B5c5c-7cccc5N4c4c5c(cc6ccccc46)-c4c(ccc6ccccc46)B35)[Se]c3c2c1cc1occc31,55
MR_Gen_175,O=S1(=O)c2cc3occc3cc2N2c3cccc4c3B3c5c(cccc5N5c6cccc7c6B(c6ccncc6-7)c6cc1c2c3c65)N4c1ccccc1,53
MR_Gen_176,O=c1c2cc3c4ccc5c6c4n4c3c3c2n2c7c8c(ccc7c7cccc1c72)N1c2ccccc2Oc2cc(c-4c(c21)B38)B6c1ccccc1-5,50
MR_Gen_177,c1cc2c3c(c1)N1c4cc5ccccc5cc4Oc4c5c6c7c(c41)B3c1c-2cc2ccccc2c1N7c1cccc2c1B6c1c-5cc3ccccc3c1-2,53
MR_Gen_178,O=S1(=O)c2ccccc2N2c3ccccc3B3c4cc5ccccc5cc4N4c5cccc6c5B5c7c(c1c2c3c74)-c1cc2ccoc2c-6c15,50
MR_Gen_179,c1ccc(N2c3ccccc3B3c4cc5ccc6cc7ccccc7cc6c5cc4N4c5cccc6c5B(c5ccccc5-6)c5ccc2c3c54)cc1,52
MR_Gen_180,c1ccc2c3c4c(cc2c1)-c1ccc2c5ccc6c7c5n5c2c1B4c1c-3c2c3c(c1-5)B7c1c(ccc4c5c7occc7cc(c5n-3c14)O2)S6,49
MR_Gen_181,O=S1(=O)c2ccccc2N2c3cc4ccccc4cc3B3c4ccccc4N4c5cccc6c5B(c5ccccc5-6)c5cc1c2c3c54,47
MR_Gen_182,c1ccc2c(c1)B1c3ccccc3N3c4c1c1c5c(c4-n4c6ccccc6c6c7ccccc7cc3c64)Oc3cccc4c3B5c3c-4cccc3N21,52
MR_Gen_183,c1ccc2c(c1)[Se]c1c3c(cc4ccccc14)B1c4cc5c(cc4N(c4cccc6c4oc4cc7ccoc7cc46)c4cccc(c41)N23)oc1ncccc15,55
MR_Gen_184,c1ccc2c3c4c(cc2c1)Oc1c2c5c6c7c1B4c1c-3cc3c4cccc8c4n4c3c1N7c1c3c(cc(c1-4)O8)-c1ccc4c7cccc(c7n-5c4c1B36)O2,54
MR_Gen_185,O=S1(=O)c2cc3c4c5c2-n2c6c1cccc6c1cc6ccccc6c(c12)B5c1ccccc1N4c1cccc2c1B3c1ccccc1-2,47
MR_Gen_186,c1ccc(B2c3ccc4c5c3B3c6c(cccc6N5c5ccccc5[Se]4)N(c4ccccc4)c4cc5oc6ccccc6c5c2c43)cc1,48
MR_Gen_187,c1ccc2c(c1)B1c3cc4c5c6c3N(c3cccc-2c31)c1cccc2c1B6c1c-2ccc2c3cccc(c3n-5c12)O4,41
MR_Gen_188,c1ccc(B2c3cc4c5c6c3-n3c7c2cccc7c2cncc(c23)B6c2ccccc2N5c2ccccc2B4c2cccc3ccccc23)cc1,51
MR_Gen_189,O=S1(=O)c2ccccc2N2c3ccc4c(ccc5ccccc54)c3B3c4ccccc4N4c5cccc6c5B5c7c(c1c2c3c74)-c1cc2ccccc2c-6c15,55
MR_Gen_190,O=S1(=O)c2ccccc2N2c3cc4ccccc4cc3B3c4ccccc4N4c5c(nc1c2c53)B1c2ccccc2-c2cc3occc3c4c21,50
MR_Gen_191,O=S1(=O)c2cc3c4c5c2-n2c6c1cccc6c1c6ccccc6c6c(c12)B5c1c(cccc1N4c1c2c(cc4occc14)-c1ccc4ccccc4c1B32)[Se]6,55
MR_Gen_192,c1ccc2c(c1)B1c3ccccc3-n3c4c1c1c5c(c4c4ccc6ccccc6c43)-c3cccc4c3B5c3c-4cc4ccccc4c3N21,48
MR_Gen_193,c1ccc(B2c3ccccc3N3c4ccncc4B4c5ccccc5N5c6cccc7c6B(c6ccccc6N7c6ccccc6)c6cc2c3c4c65)cc1,54
MR_Gen_194,c1cc2c3c(c1)-c1ccc4c5cccc6c5n5c4c1B3c1c-2cc2c(c1-5)B6c1c(ccc3ccoc13)N2c1ccc2ccccc2c1,47
MR_Gen_195,c1ccc(B2c3cccc4c3B3c5c-4cccc5N4c5ccccc5B5c6ccccc6N6c7ccccc7Oc7c2c3c4c5c76)cc1,48
MR_Gen_196,O=c1c2cccc3c2n2c4c5c(ccc14)N1c4ccccc4[Se]c4cc6c7ccc8c9c7n7c6c(c41)B5c1c-2c(c2c(c1-7)B9c1c-8cccc1-2)O3,51
MR_Gen_197,c1ccc(B2c3cccc4c3B3c5c2cncc5N2c5ccccc5N(c5ccccc5)c5ccc(c3c52)N4c2cccnc2)cc1,47
MR_Gen_198,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2ccc2c3ccc8c(c3n-7c12)B6c1c-8ccc2c3c6ccccc6cc(c3n-5c12)O4,45
MR_Gen_199,O=S1(=O)c2ccccc2N2c3cnccc3B3c4cc5ccccc5cc4N4c5cccc6c5B5c7c(c1c2c3c74)-c1cc2occc2c-6c15,50
MR_Gen_200,c1ccc2c(c1)B1c3cc4c5c6c3N3c7c(ccc-2c71)Sc1ccc2c(c13)B6c1c-2c2oc3ccccc3c2c2c3cccc(c3n-5c12)O4,49
MR_Gen_201,c1ccc2c3c4c(cc2c1)-c1ccc2c5ccc6c7c5n5c2c1B4c1c-3c2c3c(c1-5)B7c1c(ccc4c5c7oc8ccccc8c7cc(c5n-3c14)O2)S6,53
MR_Gen_202,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2cccc1N7c1c(c2ccccc2c2ccccc12)B6c1cccc2c3cccc(c3n-5c12)O4,49
MR_Gen_203,O=S1(=O)c2c3c4c5c6c2-n2c7c1cccc7c1ccc7c(c12)B6c1c-7c2ccccc2c2c6ccc7c(c6n-5c12)B4c1c-7cccc1N3c1ccccc1,54
MR_Gen_204,c1ccc(B2c3cccc4c3B3c5c2cccc5N2c5c(ccc(c53)N4c3ccccc3)B3c4ccccc4-c4cc5ccccc5c2c43)cc1,51
MR_Gen_205,c1ccc(B2c3cc4c5cc6ncccc6cc5n5c4c4c3-n3c6c2cccc6c2cc6ccc7ccccc7c6c(c23)B4c2ccccc2-5)cc1,52
MR_Gen_206,c1ccc(N2c3ccccc3B3c4cccc5c4N(c4c3c2cc2c4ccc3ccccc32)c2c(ccc3c2c2ccccc2n3-c2ccccc2)[Se]5)cc1,55
MR_Gen_207,c1ccc2c(c1)B1c3cc4c5c6c3N(c3cccc-2c31)c1cccc2c1B6c1c(ccc3c6cccc(c6n-5c13)O4)N2c1cccc2ccccc12,52
MR_Gen_208,c1ccc(B2c3cccc4c3N3c5c2cccc5B2c5c3c(cc3c5-n5c6c2cccc6c2ccc6c(c25)B3c2ccccc2-6)[Se]4)cc1,48
MR_Gen_209,c1ccc(B2c3cccc4c3B3c5c6c(c7c8c5-n5c9c3c2ccc9c2c3ccccc3c3c(c25)B8c2c-7cccc2-3)Oc2ccccc2N46)cc1,52
MR_Gen_210,O=S1(=O)c2cc3occc3cc2N2c3ccccc3B3c4cc5ccccc5cc4N4c5cccc6c5B(c5cc1c2c3c54)c1ccc2ccccc2c1-6,54
MR_Gen_211,c1ccc(B2c3ccccc3N3c4ccc5c6ccc7ccccc7c6n6c5c4B(c4ccccc4-6)c4cccc2c43)cc1,44
MR_Gen_212,c1ccc2c(c1)Oc1c3c4c5c6c1c1c7ccccc7ccc1n6-c1ccccc1B5c1cnccc1N4c1ccccc1B23,45
MR_Gen_213,c1ccc(N2c3ccccc3B3c4c2cc2c5c4-n4c6c3cccc6c3ccc6c(c34)B5c3c-2cccc3-6)cc1,40
MR_Gen_214,c1ccc(N2c3ccc4c5c3N3c6c2ccc2c6B6c7c-2cccc7-c2c7c8c(c3c26)B5c2c(ccc3c5cccc(c5n-8c23)O7)S4)cc1,49
MR_Gen_215,O=S1(=O)c2ccccc2N2c3cc4ccccc4cc3B3c4ccc5ccccc5c4N4c5cccc6c5B(c5ccccc5-6)c5cc1c2c3c54,51
MR_Gen_216,c1ccc(N2c3ccccc3N3c4cc5c6c7c4B(c4cccc2c43)c2cccc3c4ccc8c(c4n-7c23)B6c2c-5cccc2-8)cc1,47
MR_Gen_217,O=P1(c2ccccc2)c2cccc3c2B2c4c(cc5c6c4-n4c7c8c(ccc7c7ccc1c2c74)-c1cccc-5c1B68)N3c1ccccc1,48
MR_Gen_218,O=S1(=O)c2ccccc2N2c3ccccc3B3c4c2c1c1c2c4-n4c5c3cccc5c3ccc5c(c34)B2c2c-5cccc2-1,43
MR_Gen_219,O=S1(=O)c2ccccc2N2c3cc4cc5ccccc5cc4cc3B3c4ccccc4N4c5c6c(c1c2c53)[Se]c1cccc2c1B6c1c-2cc2occc2c14,55
MR_Gen_220,c1ccc2c(c1)B1c3ccc4ccccc4c3N3c4cccc5c4B4c6c-5cccc6-c5c6c(c1c3c54)N2c1cc2ccccc2cc1O6,49
MR_Gen_221,O=C1c2ccc3c4c2B2c5c6c(c7c8c5-n5c9c2c1ccc9c1ccc2c(c15)B8c1c-2cc2c(ccc5ccccc52)c1-7)Oc1cccc(c1N46)S3,52
MR_Gen_222,c1ccc(N2c3cc4c5c6c3B(c3c2c2ccccc2c2c3oc3ccccc32)c2cccc3c7ccc8c(c7n-6c23)B5c2c-4cccc2-8)cc1,51
MR_Gen_223,c1ccc(N2c3cccc4c3B3c5c(cccc5N5c6ccccc6Sc6ccc2c3c65)B4c2ccc3ccccc3c2)cc1,45
MR_Gen_224,O=c1c2ccc3c4c2n2c5c6c(ccc15)-c1ccc5c7cccc8c7n7c5c1B6c1c-2c(cc(c1-7)O8)B4c1ccccc1-3,43
MR_Gen_225,c1ccc(B2c3cc4ccoc4cc3N3c4ccccc4B4c5ccccc5N5c6cccc7c6B6c8c-7cccc8-c7c2c3c4c5c76)cc1,50
MR_Gen_226,c1cc2c3c(c1)-c1cc4ccccc4c4c1B3c1c-2cc2c3c1N4c1c4c(cc5ccccc15)Sc1cccc(c1B34)N2c1cccc2ccccc12,53
MR_Gen_227,c1ccc(N2c3cc4oc5ccccc5c4cc3B3c4cccc5c4N(c4cc6occc6c2c43)c2ccc3c(ccc4ccccc43)c2[Se]5)cc1,52
MR_Gen_228,O=S1(=O)c2ccccc2N2c3cnc4c5c3B3c6c7c8c(c1c62)-c1cccc2c1B8c1c-2cccc1N7c1cc2ccccc2c(c13)B5c1ccccc1-4,54
MR_Gen_229,c1ccc2c(c1)B1c3ccc4ccccc4c3N3c4cccc5c4B4c6c(c7c(c1c63)N2c1cc2ccccc2cc1O7)-c1c4c-5cc2ccccc12,53
MR_Gen_230,c1ccc(B2c3ccccc3N3c4ccc5c6c4B(c4cccc2c43)c2cccc3c2N6c2c(ccc4c2B5c2ccccc2-4)B3c2ccccc2)cc1,54
MR_Gen_231,c1ccc(B2c3ccccc3N3c4ccncc4B4c5ccccc5N(c5ccc6ccccc6c5)c5ccc2c3c54)cc1,44
MR_Gen_232,c1ccc(N2c3ccccc3B3c4ccccc4N(c4cccc5ccccc45)c4cccc2c43)cc1,37
MR_Gen_233,c1ccc2c(c1)B1c3c4c(c5c6c3-n3c7c1cccc7c1ccc7c(c13)B6c1c-7cccc1-5)Oc1cc3ccc5ccccc5c3cc1N24,49
MR_Gen_234,c1ccc2c(c1)Sc1cccc3c4c5c6c(cc4n-2c13)-c1ccccc1B6c1cc2c3c4c1N5c1ccccc1B4c1cccc4c5cccc(c5n-3c14)O2,55
MR_Gen_235,c1ccc(N2c3ccccc3B3c4ccccc4N4c5cccc6c5B5c7c-6cccc7-c6cc2c3c4c65)cc1,40
MR_Gen_236,O=S1(=O)c2cc3c4c5c2-n2c6c(c7ccccc7cc6c6c7oc8ccccc8c7cc1c62)B5c1ccccc1N4c1cccc2c1B3c1ccccc1-2,54
MR_Gen_237,c1ccc(N2c3cc4oc5cc6ccccc6cc5c4cc3B3c4cccc5c4N4c6c(cccc6N(c6ccccc6)c6ccc2c3c64)[Se]5)cc1,52
MR_Gen_238,c1ccc(N2c3cccc4c3N3c5c(ccc6c5B5c7c(ccc2c73)-n2c3c5c-6c5c6cccnc6oc5c3c3ccc5c6ccccc6oc5c32)[Se]4)cc1,55
MR_Gen_239,c1ccc2c(c1)[Se]c1cccc3c1N2c1ccc2c4c1B3c1cc3c(cc1N4c1c4oc5ccccc5c4cc4c5ccccc5n-2c14)oc1ncccc13,55
MR_Gen_240,O=C1c2cccc3c2B2c4c1cccc4N1c4cc5ccoc5cc4S(=O)(=O)c4cc5c(c2c41)N3c1cccc2c1B5c1ccc3c(ccc4occc43)c1-2,55
MR_Gen_241,O=S1(=O)c2cccc3c2N2c4c(cccc4B4c5c2c1c1c2c5-n5c6c7c(ccc6c6c8ccccc8cc4c65)-c4cccc(c4B27)N1c1ccccc1)O3,55
MR_Gen_242,O=S1(=O)c2ccccc2N2c3cccc4c3B3c5c(cccc5N(c5ccccc5)c5ccc1c2c53)B4c1cccc2c1ccc1ccccc12,51
MR_Gen_243,c1ccc(B2c3ccccc3N3c4ccncc4B4c5ccccc5N5c6ccccc6B6c7ccccc7-c7c2c3c4c5c76)cc1,47
MR_Gen_244,c1ccc(N2c3ccccc3B3c4ccccc4N4c5ccccc5B(c5ccccn5)c5ccc2c3c54)cc1,40
MR_Gen_245,O=c1c2ccc3c4c2n2c5c(cc6ccccc6c15)Oc1c5c6c7c(c1-2)B4c1c-3cc2ccccc2c1N7c1cccc2c1B6c1c-2cccc1-5,51
MR_Gen_246,O=P1(c2ccccc2)c2cccc3c2B2c4c(cc5c6c4-n4c7c8c(ccc7c7ccc1c2c74)-c1cc2ccccc2c-5c1B68)N3c1ccccc1,52
MR_Gen_247,c1ccc2c(c1)B1c3ccc4c5c3N(c3ccc6occc6c3B5c3cccc5c3N4c3ccccc3B5c3ccc4occc4c3)c3nccc-2c31,53
MR_Gen_248,c1ccc2c(c1)c1c3c4c2c2cccc5c2n4-c2c(c4c6c7c2B3c2c(ccc3c8c9cc%10occc%10cc9c9c(c8n-7c23)B6c2c-4cncc2-9)S1)O5,53
MR_Gen_249,c1cc2c3c(c1)-c1c4c5c6c7c1oc1cccc8sc9cc%10c(c(c9n7-c18)B6c1cccc6c7ccc-2c(c7n-5c16)B34)c1cccc2c3ccccc3n%10c21,55
MR_Gen_250,O=S1(=O)c2cc3ccccc3cc2N2c3ccccc3B3c4c2c1cc1c4-n2c4c3cccc4c3ccc4c(c32)B1c1ccccc1-4,47
MR_Gen_251,c1ccc(-n2c3ccccc3n3c4c5c6c(cc42)sc2cccc4c7c8ccoc8c8c(c7n6c24)B5c2c-3ccc3c2B8c2cc4ccccc4cc2-3)cc1,55
MR_Gen_252,c1cc2c3c(c1)Sc1cccc4c1N3c1c(c3c5c6c1B4c1cccc4c7ccc8c(c7n-6c14)B5c1c-8cc4c(ccc5ccccc54)c1-3)O2,50
MR_Gen_253,O=S1(=O)c2cccc3c2N2c4c5c6c7c(c41)-c1cccc4c1B7c1c-4cccc1N6c1cccc4c1B5c1c2c(c2ccccc2c1S4(=O)=O)S3(=O)=O,53
MR_Gen_254,O=S1(=O)c2ccccc2N2c3cc4ccccc4cc3B3c4cccc5c4N4c6c(ccc7c6B(c6ccccc6-7)c6cc1c2c3c64)B5c1ccccn1,54
MR_Gen_255,O=S1(=O)c2cc3occc3cc2N2c3cccc4c3B3c5c-4ccc4c5N5c6c(ccc7c6B6c8c5c3c2c1c8-n1c2ccccc2c2ccc-7c6c21)S4,54
MR_Gen_256,c1ccc(-n2c3ccccc3c3c4c5c(cc32)-c2ccccc2B5c2cc3c5c6c2N4c2ccccc2B6c2ccnc4c6cccc(c6n-5c24)O3)cc1,54
MR_Gen_257,O=S1(=O)c2cc3oc4occc4c3cc2N2c3cccc4c3B3c5c6c(cc1c52)B1c2ccccc2-c2ccc5c(c21)N6c1c(ccc-4c13)S5(=O)=O,52
MR_Gen_258,O=P1(c2ccccc2)c2cnccc2N2c3c(cccc31)B1c3ccccc3N3c4cc5occc5c5c4B(c4ccccc4-5)c4c3c1c2c1ccccc41,55
MR_Gen_259,c1ccc(B2c3ccccc3N3c4ccc5ccc6ccccc6c5c4B4c5ccccc5N(c5ccccc5)c5ccc2c3c54)cc1,48
MR_Gen_260,c1ccc(N2c3cccc4c3B3c5c-4ccc4c5N5c6c3c2c2c3c6B(c6c5c(cc5ccccc65)[Se]4)c4cccc5c6cccc(c6n-3c45)O2)cc1,53
MR_Gen_261,c1ccc(N2c3cc4c5c6c3B3c7c(cc8ccccc8c7N(c7ccccc7)c7c3c2cc2occc72)N6c2ccccc2B5c2ccccc2O4)cc1,55
MR_Gen_262,O=c1c2cccc3c2n(c2c1ncc1ccccc12)-c1cc2c4c5c1B3c1ccc3ncccc3c1N5c1c3c(cc5ccccc15)-c1cccc-2c1B43,54
MR_Gen_263,c1ccc(B2c3ccccc3N3c4cc5c6c7c4B4c8c(ccc9c8N7c7c(cccc7B6c6ccncc6N5c5ccccc5)[Se]9)-c5ccc2c3c54)cc1,55
MR_Gen_264,O=c1c2ccccc2n2c3c(cccc13)B1c3cc4ccccc4cc3N3c4cccc5c4B(c4ccccc4-5)c4ccc-2c1c43,46
MR_Gen_265,c1ccc(B2c3ccccc3B3c4cc5c6ccccc6n6c5c5c4N(c4ccncc4B5c4ccccc4-6)c4cccc2c43)cc1,47
MR_Gen_266,c1cc2c3c(c1)-c1cc4c5cccc6c5n5c4c4c1B3c1c(c3c7c8c1N4c1c4c(cc(c1-5)O6)-c1ccc5c6cccc(c6n-7c5c1B48)O3)O2,50
MR_Gen_267,O=P1(c2cccc3ccccc23)c2cccc3c2B2c4c-3cccc4N3c4cccc5c4B4c6c3c2c1c1c6-n2c3c(cccc3c3ccc-5c4c32)O1,53
MR_Gen_268,c1ccc(N2c3ccc4ccccc4c3N3c4ccccc4B4c5ccccc5N5c6cccc7c6B6c8c(cccc8-7)Oc7c6c5c4c3c72)cc1,52
MR_Gen_269,c1ccc2c(c1)B1c3cc4c5c6c3N3c7c(ccc-2c71)Oc1cc2ccc7ccccc7c2c(c13)B6c1cccc2c3cccc(c3n-5c12)O4,50
MR_Gen_270,c1ccc(B2c3ccccc3N3c4cc5ccccc5c5c4B4c6c(ccc2c63)-n2c3ccccc3c3ccc(c4c32)N5c2ccccc2)cc1,51
MR_Gen_271,c1ccc2c(c1)Oc1c3c4c5c6c1N2c1ccccc1B6c1cccc2c6c7ccccc7c7c(c6n-5c12)B4c1c-7cc2ccccc2c1-3,49
MR_Gen_272,c1ccc(N2c3ccccc3B3c4cc5c(cc4N(c4cccc6ccccc46)c4cccc2c43)oc2ccccc25)cc1,44
MR_Gen_273,O=S1(=O)c2ccccc2N2c3cc4ccccc4cc3B3c4cc5ccccc5cc4N4c5c(cc1c2c53)B1c2ccccc2-c2cc3ccncc3c4c21,55
MR_Gen_274,c1cc2oc3cc4c5cccc6[se]c7c8oc9ccc%10ccoc%10c9c8cc8c7n(c4c4c3n3c7c(cc9ccccc9c7[se]c(c1)c2-3)B48)c65,50
MR_Gen_275,O=P1(c2ccccc2)c2ccc3c4c2B2c5c(cc6c7c5-n5c8c9c(ccc8c8ccc1c2c85)-c1cccc-6c1B79)N4c1ccccc1B3c1ccccc1,55
MR_Gen_276,c1cc2c3c(c1)-c1c4c5c6c7c1B3c1c-2cccc1N7c1cccc2c1B6c1c(ccc3c6cccc(c6n-5c13)O4)S2,42
MR_Gen_277,c1ccc(B2c3cccc4c3N3c5c(c6c7c8c5B(c5c3c2cc2ccccc52)c2cccc3c5ccc9c(c5n-8c23)B7c2c-9cccc2-6)O4)cc1,52
MR_Gen_278,c1ccc(N2c3ccccc3B3c4cc5c(cc4N(c4ccc6c(c4)c4ccccc4n6-c4ccccc4)c4cccc2c43)oc2ccccc25)cc1,53
MR_Gen_279,O=S1(=O)c2ccccc2N2c3ccccc3B3c4ccccc4N4c5cc6occc6c6c5B5c7c(cccc7-6)Sc6c5c4c3c2c61,47
MR_Gen_280,c1ccc(B2c3cccc4c3B3c5c2c2c6c7c5-n5c8c3c-4ccc8c3cc4c8cccc9c%10ccc(c%11c%10n(c4c(c35)B7%11)c98)N6c3ccccc3O2)cc1,55
MR_Gen_281,c1ccc2c(c1)Oc1cc3c4c5c1N2c1ccccc1B5c1ccccc1N4c1cccc2c1B3c1ccccc1-2,41
MR_Gen_282,c1ccc(B2c3ccccc3N3c4cccc5c4B(c4ccccc4N5c4cccc5ccccc45)c4cccc2c43)cc1,44
MR_Gen_283,c1ccc(B2c3ccccc3N3c4ccc5ccccc5c4B4c5ccccc5N(c5ccc6cc7ccccc7cc6c5)c5ccc2c3c54)cc1,52
MR_Gen_284,c1ccc(B2c3cccc4c3N3c5c2cncc5B2c5ccccc5N5c6ccccc6B(c6ccccc6)c6cc(c3c2c65)B4c2ccccc2)cc1,54
MR_Gen_285,O=S1(=O)c2c3c4c5c6c2-n2c7c8c9c(cc7c7c%10ncoc%10cc1c72)c1cccc2c7ccc(c(c7n9c21)B68)N5c1cccc2c1B4c1c-2cccc1-3,53
MR_Gen_286,O=S1(=O)c2ccccc2N2c3cc4c(ccc5occc54)cc3B3c4ccccc4N4c5c(nc1c2c53)B1c2ccccc2-c2cc3occc3c4c21,53
MR_Gen_287,c1ccc(B2c3cccc4c3B3c5c-4cccc5N4c5cc6ccccc6cc5B5c6ccccc6N6c7ccccc7Oc7c2c3c4c5c76)cc1,52
MR_Gen_288,O=S1(=O)c2ccccc2N2c3cc4ccccc4c4c3B3c5c(cccc5N5c6c7c(c1c2c63)-c1cccc2c1B7c1c-2cc2occc2c15)O4,51
MR_Gen_289,O=c1c2cccc3c2n2c4c5c(c6ccccc6c14)-c1ccccc1B5c1cc4c5c(c1-2)B3c1cccc2c3c6ccccc6cc(c3n-5c12)O4,51
MR_Gen_290,c1cc2oc3cc4c5cccc6[se]c7c8oc9ccc%10ccoc%10c9c8cc8c7n(c4c4c3n3c7c(cccc7[se]c(c1)c2-3)B48)c65,46
MR_Gen_291,O=S1(=O)c2cc3ccoc3c3c2B2c4c5c6c7c(c41)Oc1cc4ccccc4c4c8cccc(c8n-7c14)B6c1ccccc1N5c1cc4ccccc4c-3c12,55
MR_Gen_292,c1ccc(N2c3cccc4c3B3c5c2cccc5-n2c5ccccc5c5ccc(c3c52)B4c2cccc3c2ccc2occc23)cc1,47
MR_Gen_293,O=c1c2ccc3c4c2n2c5c6c(c7ccccc7c5c5cccc1c52)N1c2cccc5c2B(c2ccccc2-5)c2cc5c(c(c21)B46)N3c1ccccc1O5,54
MR_Gen_294,c1ccc(N2c3ccccc3B3c4ccccc4N4c5cccc6c5B5c7c(cc2c3c74)-c2c5c(cc3oc4ccccc4c23)N6c2ccccc2)cc1,54
MR_Gen_295,O=P1(c2ccccn2)c2cccc3c2N2c4c1ccc1c4B(c4ccccc4-1)c1c2c2c(c4ccccc14)-n1c4ccccc4c4cccc(c41)B32,52
MR_Gen_296,O=S1(=O)c2ccccc2N2c3cc4ccncc4cc3B3c4ccccc4N4c5c(cc1c2c53)B1c2ccccc2-c2cc3ccccc3c4c21,51
MR_Gen_297,c1ccc(B2c3cccc4c3B3c5c2c2c6c7c5N(c5cccc8c5B7c5c(cccc5N6c5ccccc5O2)S8)c2cc5ccccc5c-4c23)cc1,53
MR_Gen_298,c1ccc2c(c1)[Se]c1cccc3c1N2c1cccc2c1B3c1cc3c(cc1N2c1cccc2c1oc1ccccc12)oc1ccccc13,48
